rotten_tomatoes_link,movie_info
m/behold_a_pale_horse,"At the end of the Spanish Civil War, soldier Manuel Artiguez (Gregory Peck) flees to France as part of the defeated forces. After 20 years there, he learns that his mother is dying and plans to return to Spain to see her. However, Viñolas (Anthony Quinn), a police officer with a vendetta, prepares forces to trap Artiguez. A priest, Francisco (Omar Sharif), tries to advise Artiguez not to travel to Spain, but Artiguez ultimately chooses to leave for a fateful confrontation with Viñolas."
m/beijing_taxi,"In the run-up to the 2008 Olympic games held in China's capital, three cabdrivers take viewers on a tour not only of the place but also of their lives in the rapidly changing and dynamic city. Beijing is a beehive of new construction, with buildings that seem to go up overnight. Through the bustle and the tumult, the drivers try to maintain their way of life and cope with the many changes around them. They manage to do so with grace, cleverness and generous dollops of humor."
m/being_17,"When his mother takes in a bully whose own mother is ill, the son of a soldier must learn to live with the boy who terrorized him."
m/being_at_home_with_claude,"The relationship between lovers Yves (Roy Dupuis) and Claude (Jean-Francois Pichette) comes to an abrupt conclusion when, as the couple are making love, Yves slices Claude's throat, killing him. After being taken into custody for his crime, the police inspector (Jacques Godin) demands to know the reason behind Yves' actions. Yves then weaves the tale of his life with Claude, explaining the origins of their relationship and how it reached a point where murder was the only possible conclusion."
m/being_elmo_a_puppeteers_journey,"Interviews with Frank Oz, Rosie O'Donnell, Whoopi Goldberg and others highlight a portrait of Kevin Clash, the man who brings ""Sesame Street"" muppet Elmo to life."
m/being_evel,"Filmmaker Daniel Junge examines the life, career and legacy of Evel Knievel, the young man from Montana who stared death in the face to become a legendary daredevil."
m/being_flynn,"Nick Flynn (Paul Dano) is a young writer trying to define himself. He misses his mother, who recently died, but his father, Jonathan (Robert De Niro), has been out of his life for 18 years. When Jonathan is in danger of losing his job and apartment, he reaches out to his son. Overwhelmed, Nick nonetheless prepares to welcome his father back into his life, then Jonathan quickly disappears again. When Nick later finds the man at a homeless shelter, he must make a big decision."
m/being_frank_2019,"While celebrating spring break, 17-year-old Phil is shocked to see his father with another woman across state lines. His life gets turned upside down even more when he learns that good old dad actually has an entirely different family living in town."
m/being_human,"One human soul named Hector (Robin Williams) gets the chance to live five separate lives, through different periods of history. He is reincarnated as a Celt, a Roman slave, a Scottish crusader, a man shipwrecked in Africa and a modern-day New Yorker. And, though the same souls keep popping up around him, including his lover and his children, Hector makes the same mistakes over and over again. But it is through these many trials and errors that Hector learns what it truly means to be human."
m/being_john_malkovich,"In this quirky cult-favorite comedy, unemployed New York City puppeteer Craig Schwartz (John Cusack) reluctantly takes a temp job as a filing clerk for the eccentric Dr. Lester (Orson Bean). While at work, Craig discovers a portal that leads into the mind of renowned actor John Malkovich. When he lets his attractive co-worker Maxine (Catherine Keener) in on the secret, they begin both an unusual business scheme and an odd relationship that involves Craig's restless wife, Lotte (Cameron Diaz)."
m/being_julia,"Julia Lambert (Annette Bening) is a popular but aging stage actress who is losing passion for her career. Her husband and director, Michael Gosselyn (Jeremy Irons), introduces her to a young American actor, Tom (Shaun Evans), who professes admiration for her. Julia and Tom start an affair, but soon she realizes that Tom is just using her to advance his own career and that of his other girlfriend, actress Avice Crichton (Lucy Punch). Julia befriends Avice, all the while plotting her revenge."
m/being_there,"Simple-minded Chance (Peter Sellers), a gardener who has resided in the Washington, D.C., townhouse of his wealthy employer for his entire life and been educated only by television, is forced to vacate his home when his boss dies. While wandering the streets, he encounters business mogul Ben Rand (Melvyn Douglas), who assumes Chance to be a fellow upper-class gentleman. Soon Chance is ushered into high society, and his unaffected gardening wisdom makes him the talk of the town."
m/beirut,"In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success."
m/bel_ami_2011,A morally bankrupt schemer (Robert Pattinson) rises to the upper echelons of Parisian society by seducing a series of powerful and wealthy mistresses.
m/bela_lugosi_meets_a_brooklyn_gorilla,"Brooklyn buddies (Duke Mitchell, Sammy Petrillo) are stranded on an island with a mad doctor (Bela Lugosi) who turns one of them into a gorilla."
m/believe-in-me,"Hired as a temporary coach for a high-school girls basketball team, Clay Driscoll (Jeffrey Donovan) instills pride in his players and takes aim at the state championships. Clay and his team face an unexpected obstacle when a powerful rancher (Bruce Dern) steps in the way of their dream."
m/believe_2016,"During tough economic times, small-town business owner Matthew Peyton (Ryan O'Quinn) struggles with his desire for financial success and the responsibility of funding the annual Christmas pageant. Matthew's popularity also declines when his desperate decisions start to anger his fellow citizens. When Peyton meets Clarence, a joyful boy who believes in miracles, he must make a choice: do what's best for himself or give faith a chance by opening his heart to help his new friend and the community."
m/believe_me,A college student (Alex Russell) and his roommates start a fake charity and scam gullible churchgoers into paying their tuition.
m/bella,"After Nina (Tammy Blanchard) is fired from her waitressing job for being late, she leans on the restaurant's chef, Jose (Eduardo Verastegui), for support. Though they don't know each other very well, Nina confides in Jose that she is pregnant and considering an abortion. Understanding that Nina is going through a tough time, Jose invites her to his home. They spend the day together and tell each other their most painful secrets, and what Nina learns about Jose changes her life forever."
m/bellboy,A mute bellboy (Jerry Lewis) working at the luxurious Fontainebleau Hotel in Miami Beach constantly causes problems with his clumsy mistakes.
m/belle_2014,"The illegitimate, mixed-race daughter (Gugu Mbatha-Raw) of a British admiral plays an important role in the campaign to abolish slavery in England."
m/belle_de_jour,"Beautiful young housewife Séverine Serizy (Catherine Deneuve) cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre (Jean Sorel). When her lovestruck friend Henri (Michel Piccoli) mentions a secretive high-class brothel run by Madame Anais (Genevieve Page), Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients (Pierre Clémenti) grows possessive, she must try to go back to her normal life."
